state,year,quarter,district,count,amount
Gujarat,2023,3,Devbhumi Dwarka,254,482220.0
Gujarat,2023,3,Rajkot,2289,3157047.0
Gujarat,2023,3,Aravallis,273,468442.0
Gujarat,2023,3,Chhotaudepur,91,201432.0
Gujarat,2023,3,Botad,141,282914.0
Gujarat,2023,3,Bharuch,1777,2345201.0
Gujarat,2023,3,Bhavnagar,1099,1299978.0
Gujarat,2023,3,Junagadh,887,1329975.0
Gujarat,2023,3,Mahesana,902,1537376.0
Gujarat,2023,3,The Dangs,38,101069.0
Gujarat,2023,3,Kheda,532,922252.0
Gujarat,2023,3,Surat,13306,13249715.0
Gujarat,2023,3,Porbandar,260,404716.0
Gujarat,2023,3,Gandhinagar,2270,3606515.0
Gujarat,2023,3,Panch Mahals,404,636651.0
Gujarat,2023,3,Narmada,110,222526.0
Gujarat,2023,3,Gir Somnath,313,537433.0
Gujarat,2023,3,Valsad,1912,2584154.0
Gujarat,2023,3,Mahisagar,132,264209.0
Gujarat,2023,3,Sabar Kantha,439,760281.0
Gujarat,2023,3,Tapi,293,579048.0
Gujarat,2023,3,Vadodara,2630,3955251.0
Gujarat,2023,3,Banas Kantha,940,1540747.0
Gujarat,2023,3,Amreli,200,385726.0
Gujarat,2023,3,Ahmadabad,13645,16204152.0
Gujarat,2023,3,Dohad,346,573684.0
Gujarat,2023,3,Navsari,622,1123974.0
Gujarat,2023,3,Patan,517,710409.0
Gujarat,2023,3,Kachchh,2111,2799676.0
Gujarat,2023,3,Surendranagar,442,740792.0
Gujarat,2023,3,Morbi,469,632199.0
Gujarat,2023,4,Anand,581,1027082.0
Gujarat,2023,4,Jamnagar,666,1051194.0
Gujarat,2023,4,Devbhumi Dwarka,182,402737.0
Gujarat,2023,4,Rajkot,2109,3364383.0
Gujarat,2023,4,Aravallis,291,515049.0
Gujarat,2023,4,Chhotaudepur,75,135045.0
Gujarat,2023,4,Botad,117,255023.0
Gujarat,2023,4,Bharuch,1750,2901972.0
Gujarat,2023,4,Bhavnagar,971,1371224.0
Gujarat,2023,4,Junagadh,416,879478.0
Gujarat,2023,4,Mahesana,952,1765324.0
Gujarat,2023,4,The Dangs,31,83962.0
Gujarat,2023,4,Kheda,516,992219.0
Gujarat,2023,4,Surat,8196,11477882.0
Gujarat,2023,4,Porbandar,222,346340.0
Gujarat,2023,4,Gandhinagar,1952,3618581.0
Gujarat,2023,4,Panch Mahals,489,899552.0
Gujarat,2023,4,Narmada,100,271738.0
Gujarat,2023,4,Gir Somnath,219,417003.0
Gujarat,2023,4,Valsad,2030,3301560.0
Gujarat,2023,4,Mahisagar,149,294549.0
Gujarat,2023,4,Sabar Kantha,419,789645.0
Gujarat,2023,4,Tapi,232,540519.0
Gujarat,2023,4,Vadodara,2756,4865088.0
Gujarat,2023,4,Banas Kantha,955,1817338.0
Gujarat,2023,4,Amreli,261,506106.0
Gujarat,2023,4,Ahmadabad,10344,16047139.0
Gujarat,2023,4,Dohad,365,503495.0
Gujarat,2023,4,Navsari,494,1131620.0
Gujarat,2023,4,Patan,411,716029.0
Gujarat,2023,4,Kachchh,1972,2767311.0
Gujarat,2023,4,Surendranagar,439,865094.0
Gujarat,2023,4,Morbi,466,814165.0
Gujarat,2024,1,Anand,586,962479.0
Gujarat,2024,1,Jamnagar,828,1282966.0
Gujarat,2024,1,Devbhumi Dwarka,229,423696.0
Gujarat,2024,1,Rajkot,2612,3794409.0
Gujarat,2024,1,Aravallis,334,509266.0
Gujarat,2024,1,Chhotaudepur,117,159755.0
Gujarat,2024,1,Botad,157,206798.0
Gujarat,2024,1,Bharuch,2022,3022124.0
Gujarat,2024,1,Bhavnagar,1049,1211558.0
Gujarat,2024,1,Junagadh,403,733301.0
Gujarat,2024,1,Mahesana,1088,1661780.0
Gujarat,2024,1,The Dangs,38,92244.0
Gujarat,2024,1,Kheda,619,998821.0
Gujarat,2024,1,Surat,9277,10645109.0
Gujarat,2024,1,Porbandar,255,362516.0
Gujarat,2024,1,Gandhinagar,1991,3417398.0
Gujarat,2024,1,Panch Mahals,477,717321.0
Gujarat,2024,1,Narmada,136,216998.0
Gujarat,2024,1,Gir Somnath,269,382105.0
Gujarat,2024,1,Valsad,2218,3196463.0
Gujarat,2024,1,Mahisagar,188,277377.0
Gujarat,2024,1,Sabar Kantha,451,723185.0
Gujarat,2024,1,Tapi,266,555989.0
Gujarat,2024,1,Vadodara,2674,4324591.0
Gujarat,2024,1,Banas Kantha,1155,1457558.0
Gujarat,2024,1,Amreli,235,333199.0
Gujarat,2024,1,Ahmadabad,10018,14364566.0
Gujarat,2024,1,Dohad,497,555306.0
Gujarat,2024,1,Navsari,521,931938.0
Gujarat,2024,1,Patan,496,741796.0
Gujarat,2024,1,Kachchh,2270,2841893.0
Gujarat,2024,1,Surendranagar,506,738371.0
Gujarat,2024,1,Morbi,683,791034.0
Gujarat,2024,2,Anand,699,1037990.0
Gujarat,2024,2,Jamnagar,817,1317877.0
Gujarat,2024,2,Devbhumi Dwarka,219,370747.0
Gujarat,2024,2,Rajkot,3116,4171290.0
Gujarat,2024,2,Aravallis,251,469379.0
Gujarat,2024,2,Chhotaudepur,99,164713.0
Gujarat,2024,2,Botad,134,236538.0
Gujarat,2024,2,Bharuch,1711,2452287.0
Gujarat,2024,2,Bhavnagar,1110,1430220.0
Gujarat,2024,2,Junagadh,379,601960.0
Gujarat,2024,2,Mahesana,1048,1719893.0
Gujarat,2024,2,The Dangs,32,76675.0
Gujarat,2024,2,Kheda,581,825582.0
Gujarat,2024,2,Surat,9120,11220662.0
Gujarat,2024,2,Porbandar,232,321710.0
Gujarat,2024,2,Gandhinagar,1985,3217376.0
Gujarat,2024,2,Panch Mahals,459,634440.0
Gujarat,2024,2,Narmada,136,268897.0
Gujarat,2024,2,Gir Somnath,239,390738.0
Gujarat,2024,2,Valsad,1967,3083166.0
Gujarat,2024,2,Mahisagar,136,244575.0
Gujarat,2024,2,Sabar Kantha,411,677621.0
Gujarat,2024,2,Tapi,232,389875.0
Gujarat,2024,2,Vadodara,2706,4644588.0
Gujarat,2024,2,Banas Kantha,1075,1816483.0
Gujarat,2024,2,Amreli,232,389260.0
Gujarat,2024,2,Ahmadabad,10341,15547955.0
Gujarat,2024,2,Dohad,359,419543.0
Gujarat,2024,2,Navsari,511,940315.0
Gujarat,2024,2,Patan,410,519797.0
Gujarat,2024,2,Kachchh,2146,2785372.0
Gujarat,2024,2,Surendranagar,569,807201.0
Gujarat,2024,2,Morbi,545,671738.0
Gujarat,2024,3,Anand,612,1110227.0
Gujarat,2024,3,Jamnagar,872,1431892.0
Gujarat,2024,3,Devbhumi Dwarka,230,511593.0
Gujarat,2024,3,Aravalli,283,610530.0
Gujarat,2024,3,Rajkot,2935,4371113.0
Gujarat,2024,3,Chhotaudepur,102,162088.0
Gujarat,2024,3,Botad,149,299486.0
Gujarat,2024,3,Bharuch,1768,2801543.0
Gujarat,2024,3,Bhavnagar,1168,1635336.0
Gujarat,2024,3,Ahmedabad,12184,17553288.0
Gujarat,2024,3,Junagadh,499,832069.0
Gujarat,2024,3,Dahod,404,723966.0
Gujarat,2024,3,Mahesana,1087,1969857.0
Gujarat,2024,3,Kheda,605,1101417.0
Gujarat,2024,3,Surat,9244,11486994.0
Gujarat,2024,3,Porbandar,217,378599.0
Gujarat,2024,3,Gandhinagar,2386,4058142.0
Gujarat,2024,3,Narmada,108,247124.0
Gujarat,2024,3,Gir Somnath,290,636434.0
Gujarat,2024,3,Valsad,1905,2794216.0
Gujarat,2024,3,Panchmahals,505,861485.0
Gujarat,2024,3,Mahisagar,182,415463.0
Gujarat,2024,3,Tapi,210,529005.0
Gujarat,2024,3,Vadodara,2679,4369142.0
Gujarat,2024,3,Sabarkantha,456,884495.0
Gujarat,2024,3,Amreli,195,300758.0
Gujarat,2024,3,Ahmadabad,4,9426.0
Gujarat,2024,3,Navsari,476,881255.0
Gujarat,2024,3,Patan,474,796611.0
Gujarat,2024,3,Kachchh,2218,3200203.0
Gujarat,2024,3,Surendranagar,620,1049509.0
Gujarat,2024,3,Dangs,42,105457.0
Gujarat,2024,3,Morbi,572,820152.0
Gujarat,2024,3,Banaskantha,1082,2011452.0
Gujarat,2024,4,Anand,790,1495423.0
Gujarat,2024,4,Jamnagar,1092,1483950.0
Gujarat,2024,4,Devbhumi Dwarka,258,445520.0
Gujarat,2024,4,Aravalli,348,623672.0
Gujarat,2024,4,Rajkot,3682,5459568.0
Gujarat,2024,4,Chhotaudepur,121,197771.0
Gujarat,2024,4,Botad,243,354090.0
Gujarat,2024,4,Bharuch,2348,3655512.0
Gujarat,2024,4,Bhavnagar,1544,1903033.0
Gujarat,2024,4,Ahmedabad,18268,25165090.0
Gujarat,2024,4,Junagadh,542,975146.0
Gujarat,2024,4,Dahod,551,847170.0
Gujarat,2024,4,Mahesana,1458,2462736.0
Gujarat,2024,4,Kheda,817,1439398.0
Gujarat,2024,4,Surat,11616,14897974.0
Gujarat,2024,4,Porbandar,259,406040.0
Gujarat,2024,4,Gandhinagar,3082,5330046.0
Gujarat,2024,4,Narmada,159,252289.0
Gujarat,2024,4,Gir Somnath,376,572232.0
Gujarat,2024,4,Valsad,2601,4056897.0
Gujarat,2024,4,Panchmahals,678,1129560.0
Gujarat,2024,4,Mahisagar,246,432537.0
Gujarat,2024,4,Tapi,313,780205.0
Gujarat,2024,4,Vadodara,3482,5748869.0
Gujarat,2024,4,Sabarkantha,569,1038111.0
Gujarat,2024,4,Amreli,371,658706.0
Gujarat,2024,4,Navsari,660,1251925.0
Gujarat,2024,4,Patan,671,1056513.0
Gujarat,2024,4,Kachchh,2511,3190903.0
Gujarat,2024,4,Surendranagar,701,1079791.0
Gujarat,2024,4,Dangs,53,160275.0
Gujarat,2024,4,Morbi,719,920058.0
Gujarat,2024,4,Banaskantha,1397,2387095.0
Haryana,2020,2,Yamunanagar,91,18968.0
Haryana,2020,2,Sonipat,210,43359.0
Haryana,2020,2,Jind,32,8495.0
Haryana,2020,2,Rohtak,127,27796.0
Haryana,2020,2,Faridabad,1051,189308.0
Haryana,2020,2,Mahendragarh,94,23269.0
Haryana,2020,2,Hisar,191,36813.0
Haryana,2020,2,Karnal,303,52030.0
Haryana,2020,2,Fatehabad,21,5143.0
Haryana,2020,2,Palwal,130,28921.0
Haryana,2020,2,Charkhi Dadri,29,7053.0
Haryana,2020,2,Ambala,191,43269.0
Haryana,2020,2,Rewari,343,69983.0
Haryana,2020,2,Panchkula,110,22019.0
Haryana,2020,2,Bhiwani,83,19585.0
Haryana,2020,2,Sirsa,75,14945.0
Haryana,2020,2,Mewat,31,7908.0
Haryana,2020,2,Panipat,297,53337.0
Haryana,2020,2,Gurugram,2571,438481.0
Haryana,2020,2,Kaithal,43,9656.0
Haryana,2020,2,Kurukshetra,94,19177.0
Haryana,2020,2,Jhajjar,204,40299.0
Haryana,2020,3,Yamunanagar,142,42759.0
Haryana,2020,3,Sonipat,278,77076.0
Haryana,2020,3,Jind,150,46196.0
Haryana,2020,3,Rohtak,130,35802.0
Haryana,2020,3,Faridabad,1144,297042.0
Haryana,2020,3,Mahendragarh,237,61501.0
Haryana,2020,3,Hisar,361,114981.0
Haryana,2020,3,Karnal,232,63907.0
Haryana,2020,3,Fatehabad,86,26433.0
Haryana,2020,3,Palwal,258,65067.0
Haryana,2020,3,Charkhi Dadri,42,12075.0
Haryana,2020,3,Ambala,198,56775.0
Haryana,2020,3,Rewari,483,135250.0
Haryana,2020,3,Panchkula,140,41974.0
Haryana,2020,3,Bhiwani,204,68318.0
Haryana,2020,3,Sirsa,123,36793.0
Haryana,2020,3,Mewat,129,27001.0
Haryana,2020,3,Panipat,296,79561.0
Haryana,2020,3,Gurugram,1999,454846.0
Haryana,2020,3,Kaithal,111,27034.0
Haryana,2020,3,Kurukshetra,154,43794.0
Haryana,2020,3,Jhajjar,242,70683.0
Haryana,2020,4,Yamunanagar,129,119098.0
Haryana,2020,4,Sonipat,357,304138.0
Haryana,2020,4,Jind,142,100629.0
Haryana,2020,4,Rohtak,230,192791.0
Haryana,2020,4,Faridabad,1370,1022011.0
Haryana,2020,4,Mahendragarh,271,184572.0
Haryana,2020,4,Hisar,374,243421.0
Haryana,2020,4,Karnal,220,141312.0
Haryana,2020,4,Fatehabad,109,65087.0
Haryana,2020,4,Palwal,295,205874.0
Haryana,2020,4,Charkhi Dadri,64,60044.0
Haryana,2020,4,Ambala,146,155468.0
Haryana,2020,4,Rewari,639,442173.0
Haryana,2020,4,Panchkula,127,98899.0
Haryana,2020,4,Bhiwani,257,204503.0
Haryana,2020,4,Sirsa,112,73566.0
Haryana,2020,4,Mewat,157,106280.0
Haryana,2020,4,Panipat,265,148352.0
Haryana,2020,4,Gurugram,2380,1626450.0
Haryana,2020,4,Kaithal,107,68122.0
Haryana,2020,4,Kurukshetra,139,87224.0
Haryana,2020,4,Jhajjar,393,324264.0
Haryana,2021,1,Yamunanagar,184,104493.0
Haryana,2021,1,Sonipat,493,389233.0
Haryana,2021,1,Jind,231,138364.0
Haryana,2021,1,Rohtak,312,284433.0
Haryana,2021,1,Faridabad,1845,1250394.0
Haryana,2021,1,Mahendragarh,303,221897.0
Haryana,2021,1,Hisar,499,324109.0
Haryana,2021,1,Karnal,339,211754.0
Haryana,2021,1,Fatehabad,125,81821.0
Haryana,2021,1,Palwal,386,239181.0
Haryana,2021,1,Charkhi Dadri,95,60263.0
Haryana,2021,1,Ambala,214,181616.0
Haryana,2021,1,Rewari,757,485758.0
Haryana,2021,1,Panchkula,155,122780.0
Haryana,2021,1,Bhiwani,282,214493.0
Haryana,2021,1,Sirsa,188,106173.0
Haryana,2021,1,Mewat,176,148542.0
Haryana,2021,1,Panipat,428,245026.0
Haryana,2021,1,Gurugram,3377,2003697.0
Haryana,2021,1,Kaithal,126,99001.0
Haryana,2021,1,Kurukshetra,206,112407.0
Haryana,2021,1,Jhajjar,317,272445.0
Haryana,2021,2,Yamunanagar,232,192920.0
Haryana,2021,2,Sonipat,739,843265.0
Haryana,2021,2,Jind,250,242044.0
Haryana,2021,2,Rohtak,463,488282.0
Haryana,2021,2,Faridabad,1707,1330963.0
Haryana,2021,2,Mahendragarh,502,622610.0
Haryana,2021,2,Hisar,683,636895.0
Haryana,2021,2,Karnal,386,293629.0
Haryana,2021,2,Fatehabad,172,163244.0
Haryana,2021,2,Palwal,396,360453.0
Haryana,2021,2,Charkhi Dadri,136,148579.0
Haryana,2021,2,Ambala,225,229972.0
Haryana,2021,2,Rewari,1001,900929.0
Haryana,2021,2,Panchkula,237,249180.0
Haryana,2021,2,Bhiwani,424,442945.0
Haryana,2021,2,Sirsa,221,202173.0
Haryana,2021,2,Mewat,182,118123.0
Haryana,2021,2,Panipat,457,396928.0
Haryana,2021,2,Gurugram,3238,2521099.0
Haryana,2021,2,Kaithal,204,192044.0
Haryana,2021,2,Kurukshetra,204,196915.0
Haryana,2021,2,Jhajjar,457,499261.0
Haryana,2021,3,Yamunanagar,245,210209.0
Haryana,2021,3,Sonipat,673,772054.0
Haryana,2021,3,Jind,272,279378.0
Haryana,2021,3,Rohtak,431,484147.0
Haryana,2021,3,Faridabad,1957,1608197.0
Haryana,2021,3,Mahendragarh,415,496367.0
Haryana,2021,3,Hisar,600,562880.0
Haryana,2021,3,Karnal,458,395742.0
Haryana,2021,3,Fatehabad,191,250241.0
Haryana,2021,3,Palwal,410,426458.0
Haryana,2021,3,Charkhi Dadri,119,167228.0
Haryana,2021,3,Ambala,233,248012.0
Haryana,2021,3,Rewari,960,921840.0
Haryana,2021,3,Panchkula,232,251841.0
Haryana,2021,3,Bhiwani,458,471344.0
Haryana,2021,3,Sirsa,241,216209.0
Haryana,2021,3,Mewat,288,260893.0
Haryana,2021,3,Panipat,522,513232.0
Haryana,2021,3,Gurugram,4501,3651728.0
Haryana,2021,3,Kaithal,217,178157.0
Haryana,2021,3,Kurukshetra,231,189756.0
Haryana,2021,3,Jhajjar,509,659985.0
Haryana,2021,4,Yamunanagar,364,537704.0
Haryana,2021,4,Sonipat,1000,1514842.0
Haryana,2021,4,Jind,268,509518.0
Haryana,2021,4,Rohtak,557,1036418.0
Haryana,2021,4,Faridabad,3250,3581730.0
Haryana,2021,4,Mahendragarh,669,1016832.0
Haryana,2021,4,Hisar,717,1163784.0
Haryana,2021,4,Karnal,577,747027.0
Haryana,2021,4,Fatehabad,186,342325.0
Haryana,2021,4,Palwal,548,750722.0
Haryana,2021,4,Charkhi Dadri,159,317419.0
Haryana,2021,4,Ambala,417,627099.0
Haryana,2021,4,Rewari,1182,1635811.0
Haryana,2021,4,Panchkula,427,638673.0
Haryana,2021,4,Bhiwani,547,899073.0
Haryana,2021,4,Sirsa,278,546704.0
Haryana,2021,4,Mewat,326,404438.0
Haryana,2021,4,Panipat,600,903045.0
Haryana,2021,4,Gurugram,5951,6492219.0
Haryana,2021,4,Kaithal,296,353943.0
Haryana,2021,4,Kurukshetra,322,544433.0
Haryana,2021,4,Jhajjar,848,1322079.0
Haryana,2022,1,Yamunanagar,400,663141.0
Haryana,2022,1,Sonipat,1178,1965399.0
Haryana,2022,1,Jind,507,788896.0
Haryana,2022,1,Rohtak,836,1302980.0
Haryana,2022,1,Faridabad,3517,4282216.0
Haryana,2022,1,Mahendragarh,675,1004950.0
Haryana,2022,1,Hisar,855,1334248.0
Haryana,2022,1,Karnal,850,1119397.0
Haryana,2022,1,Fatehabad,297,429572.0
Haryana,2022,1,Palwal,565,896780.0
Haryana,2022,1,Charkhi Dadri,308,528211.0
Haryana,2022,1,Ambala,467,788192.0
Haryana,2022,1,Rewari,1254,1910239.0
Haryana,2022,1,Panchkula,463,779739.0
Haryana,2022,1,Bhiwani,652,1039556.0
Haryana,2022,1,Sirsa,467,892805.0
Haryana,2022,1,Mewat,356,556434.0
Haryana,2022,1,Panipat,806,1239244.0
Haryana,2022,1,Gurugram,6642,8138262.0
Haryana,2022,1,Kaithal,417,644997.0
Haryana,2022,1,Kurukshetra,402,688759.0
Haryana,2022,1,Jhajjar,869,1532926.0
Haryana,2022,2,Yamunanagar,613,941216.0
Haryana,2022,2,Sonipat,1227,2016582.0
Haryana,2022,2,Jind,739,901739.0
Haryana,2022,2,Rohtak,908,1318503.0
Haryana,2022,2,Faridabad,3527,4157319.0
Haryana,2022,2,Mahendragarh,766,1018904.0
Haryana,2022,2,Hisar,1141,1695856.0
Haryana,2022,2,Karnal,901,1294206.0
Haryana,2022,2,Fatehabad,375,573627.0
Haryana,2022,2,Palwal,662,908950.0
Haryana,2022,2,Charkhi Dadri,291,429520.0
Haryana,2022,2,Ambala,759,1103441.0
Haryana,2022,2,Rewari,1449,2050909.0
Haryana,2022,2,Panchkula,630,909242.0
Haryana,2022,2,Bhiwani,931,1348492.0
Haryana,2022,2,Sirsa,476,822260.0
Haryana,2022,2,Mewat,318,430238.0
Haryana,2022,2,Panipat,1030,1355321.0
Haryana,2022,2,Gurugram,6554,7627997.0
Haryana,2022,2,Kaithal,495,633675.0
Haryana,2022,2,Kurukshetra,573,771908.0
Haryana,2022,2,Jhajjar,987,1449163.0
Haryana,2022,3,Yamunanagar,720,1041481.0
Haryana,2022,3,Sonipat,1657,2565808.0
Haryana,2022,3,Jind,1006,1332327.0
Haryana,2022,3,Rohtak,1242,1806212.0
Haryana,2022,3,Faridabad,4789,5313116.0
Haryana,2022,3,Mahendragarh,1139,1402381.0
Haryana,2022,3,Hisar,1516,2224226.0
Haryana,2022,3,Karnal,1150,1799811.0
Haryana,2022,3,Fatehabad,494,827400.0
Haryana,2022,3,Palwal,917,1243503.0
Haryana,2022,3,Charkhi Dadri,370,495110.0
Haryana,2022,3,Ambala,975,1462020.0
Haryana,2022,3,Rewari,1838,2341723.0
Haryana,2022,3,Panchkula,760,1148757.0
Haryana,2022,3,Bhiwani,1147,1597842.0
Haryana,2022,3,Sirsa,688,1182871.0
Haryana,2022,3,Mewat,637,893202.0
Haryana,2022,3,Panipat,1432,1773022.0
Haryana,2022,3,Gurugram,10085,10744733.0
Haryana,2022,3,Kaithal,654,890678.0
Haryana,2022,3,Kurukshetra,679,1104792.0
Haryana,2022,3,Jhajjar,1451,2211785.0
Haryana,2022,4,Yamunanagar,725,1368909.0
Haryana,2022,4,Sonipat,1969,3340650.0
Haryana,2022,4,Jind,861,1461931.0
Haryana,2022,4,Rohtak,1355,2305432.0
Haryana,2022,4,Faridabad,5980,7492688.0
Haryana,2022,4,Mahendragarh,1211,1666096.0
Haryana,2022,4,Hisar,1413,2309773.0
Haryana,2022,4,Karnal,1113,2024575.0
Haryana,2022,4,Fatehabad,525,1002278.0
Haryana,2022,4,Palwal,991,1456844.0
Haryana,2022,4,Charkhi Dadri,350,662919.0
Haryana,2022,4,Ambala,924,1647332.0
Haryana,2022,4,Rewari,1987,2881000.0
Haryana,2022,4,Panchkula,824,1464209.0
Haryana,2022,4,Bhiwani,1044,1887378.0
Haryana,2022,4,Sirsa,654,1424465.0
Haryana,2022,4,Mewat,481,747463.0
Haryana,2022,4,Panipat,1375,2059529.0
Haryana,2022,4,Gurugram,11347,14333166.0
Haryana,2022,4,Kaithal,513,929535.0
Haryana,2022,4,Kurukshetra,747,1447766.0
Haryana,2022,4,Jhajjar,1582,2713177.0
Haryana,2023,1,Yamunanagar,802,1436458.0
Haryana,2023,1,Sonipat,1780,3324135.0
Haryana,2023,1,Jind,789,1528474.0
Haryana,2023,1,Rohtak,1273,2377291.0
Haryana,2023,1,Faridabad,5728,7830067.0
Haryana,2023,1,Mahendragarh,758,1487149.0
Haryana,2023,1,Hisar,2090,3545685.0
Haryana,2023,1,Karnal,1119,2173782.0
Haryana,2023,1,Fatehabad,590,1371262.0
Haryana,2023,1,Palwal,893,1673096.0
Haryana,2023,1,Charkhi Dadri,334,601389.0
Haryana,2023,1,Ambala,1034,1859227.0
Haryana,2023,1,Rewari,1988,3178735.0
Haryana,2023,1,Panchkula,874,1618388.0
Haryana,2023,1,Bhiwani,1033,1862883.0
Haryana,2023,1,Sirsa,961,2155839.0
Haryana,2023,1,Mewat,469,790181.0
Haryana,2023,1,Panipat,1190,1891460.0
Haryana,2023,1,Gurugram,10981,15057940.0
Haryana,2023,1,Kaithal,524,1236444.0
Haryana,2023,1,Kurukshetra,645,1354698.0
Haryana,2023,1,Jhajjar,1432,2772611.0
Haryana,2023,2,Yamunanagar,772,1409076.0
Haryana,2023,2,Sonipat,2089,3563822.0
Haryana,2023,2,Jind,871,1408897.0
Haryana,2023,2,Rohtak,1425,2386384.0
Haryana,2023,2,Faridabad,5775,7426519.0
Haryana,2023,2,Mahendragarh,1007,1613165.0
Haryana,2023,2,Hisar,2201,3727277.0
Haryana,2023,2,Karnal,1185,2020785.0
Haryana,2023,2,Fatehabad,581,1149250.0
Haryana,2023,2,Palwal,969,1595403.0
Haryana,2023,2,Charkhi Dadri,425,693007.0
Haryana,2023,2,Ambala,1312,2316706.0
Haryana,2023,2,Rewari,2301,3295937.0
Haryana,2023,2,Panchkula,830,1340391.0
Haryana,2023,2,Bhiwani,1272,2111956.0
Haryana,2023,2,Sirsa,852,1967431.0
Haryana,2023,2,Mewat,495,870256.0
Haryana,2023,2,Panipat,1548,2298671.0
Haryana,2023,2,Gurugram,11759,15891257.0
Haryana,2023,2,Kaithal,604,1081384.0
Haryana,2023,2,Kurukshetra,754,1267099.0
Haryana,2023,2,Jhajjar,1683,2751393.0
Haryana,2023,3,Yamunanagar,797,1287150.0
Haryana,2023,3,Sonipat,1998,3234041.0
Haryana,2023,3,Jind,769,1375846.0
Haryana,2023,3,Rohtak,1425,2349687.0
Haryana,2023,3,Faridabad,6299,7830941.0
Haryana,2023,3,Mahendragarh,1022,1729740.0
Haryana,2023,3,Hisar,1931,3178279.0
Haryana,2023,3,Karnal,1574,2126635.0
Haryana,2023,3,Fatehabad,515,1068249.0
Haryana,2023,3,Palwal,1012,1522507.0
Haryana,2023,3,Charkhi Dadri,465,771025.0
Haryana,2023,3,Ambala,1143,1814206.0
Haryana,2023,3,Rewari,2303,3251849.0
Haryana,2023,3,Panchkula,1064,1764279.0
Haryana,2023,3,Bhiwani,1187,1847464.0
Haryana,2023,3,Sirsa,720,1489750.0
Haryana,2023,3,Mewat,497,802467.0
Haryana,2023,3,Panipat,1713,2369450.0
Haryana,2023,3,Gurugram,13467,16796070.0
Haryana,2023,3,Kaithal,578,1078099.0
Haryana,2023,3,Kurukshetra,726,1423466.0
Haryana,2023,3,Jhajjar,1610,2671111.0
Haryana,2023,4,Yamunanagar,989,1946237.0
Haryana,2023,4,Sonipat,2370,4304743.0
Haryana,2023,4,Jind,1043,1848746.0
Haryana,2023,4,Rohtak,1541,2892015.0
Haryana,2023,4,Faridabad,7244,10321129.0
Haryana,2023,4,Mahendragarh,1237,2323156.0
Haryana,2023,4,Hisar,1999,3705402.0
Haryana,2023,4,Karnal,1422,2515568.0
Haryana,2023,4,Fatehabad,581,1453398.0
Haryana,2023,4,Palwal,1345,2452791.0
Haryana,2023,4,Charkhi Dadri,481,952122.0
Haryana,2023,4,Ambala,1266,2722928.0
Haryana,2023,4,Rewari,2540,4615327.0
Haryana,2023,4,Panchkula,899,2031089.0
Haryana,2023,4,Bhiwani,1439,2523209.0
Haryana,2023,4,Sirsa,846,2084219.0
Haryana,2023,4,Mewat,674,1074004.0
Haryana,2023,4,Panipat,1919,3130020.0
Haryana,2023,4,Gurugram,14118,20950373.0
Haryana,2023,4,Kaithal,665,1399682.0
Haryana,2023,4,Kurukshetra,848,1894715.0
Haryana,2023,4,Jhajjar,2040,3606286.0
Haryana,2024,1,Yamunanagar,1088,2000216.0
Haryana,2024,1,Sonipat,2578,4420850.0
Haryana,2024,1,Jind,966,1904931.0
Haryana,2024,1,Rohtak,1738,3167356.0
Haryana,2024,1,Faridabad,7236,10275823.0
Haryana,2024,1,Mahendragarh,1296,2059603.0
Haryana,2024,1,Hisar,2257,4098922.0
Haryana,2024,1,Karnal,1573,2899134.0
Haryana,2024,1,Fatehabad,570,1223609.0
Haryana,2024,1,Palwal,1488,2485930.0
Haryana,2024,1,Charkhi Dadri,478,774085.0
Haryana,2024,1,Ambala,1271,2544180.0
Haryana,2024,1,Rewari,3110,4640986.0
Haryana,2024,1,Panchkula,955,1660620.0
Haryana,2024,1,Bhiwani,1650,2866805.0
Haryana,2024,1,Sirsa,1062,2518577.0
Haryana,2024,1,Mewat,837,1002732.0
Haryana,2024,1,Panipat,1875,2690679.0
Haryana,2024,1,Gurugram,14505,21783690.0
Haryana,2024,1,Kaithal,683,1431028.0
Haryana,2024,1,Kurukshetra,885,1713758.0
Haryana,2024,1,Jhajjar,2290,3652995.0
Haryana,2024,2,Yamunanagar,1016,1765664.0
Haryana,2024,2,Sonipat,2312,3912847.0
Haryana,2024,2,Jind,975,1785327.0
Haryana,2024,2,Rohtak,1651,3142822.0
Haryana,2024,2,Faridabad,6154,8987725.0
Haryana,2024,2,Mahendragarh,1360,2067112.0
Haryana,2024,2,Hisar,2224,3926907.0
Haryana,2024,2,Karnal,1343,2589266.0
Haryana,2024,2,Fatehabad,637,1379979.0
Haryana,2024,2,Palwal,1212,2151056.0
Haryana,2024,2,Charkhi Dadri,510,894887.0
Haryana,2024,2,Ambala,1383,2595393.0
Haryana,2024,2,Rewari,2772,4028981.0
Haryana,2024,2,Panchkula,960,1980023.0
Haryana,2024,2,Bhiwani,1544,2636029.0
Haryana,2024,2,Sirsa,1029,2096128.0
Haryana,2024,2,Mewat,693,1179911.0
Haryana,2024,2,Panipat,1700,2446471.0
Haryana,2024,2,Gurugram,12964,18926670.0
Haryana,2024,2,Kaithal,690,1241812.0
Haryana,2024,2,Kurukshetra,915,1601651.0
Haryana,2024,2,Jhajjar,2041,3443218.0
Haryana,2024,3,Yamunanagar,896,1603752.0
