state,year,quarter,district,registered_users,app_opens
Chhattisgarh,2018,3,Sukma,6694,0
Chhattisgarh,2018,3,Raigarh,89911,0
Chhattisgarh,2018,3,Janjgir Champa,77834,0
Chhattisgarh,2018,3,Jashpur,22329,0
Chhattisgarh,2018,3,Balod,26663,0
Chhattisgarh,2018,3,Kabirdham,21958,0
Chhattisgarh,2018,3,Surguja,40025,0
Chhattisgarh,2018,3,Dantewada,10338,0
Chhattisgarh,2018,3,Gariyaband,16672,0
Chhattisgarh,2018,3,Durg,150753,0
Chhattisgarh,2018,3,Rajnandgaon,50271,0
Chhattisgarh,2018,3,Raipur,231146,0
Chhattisgarh,2018,3,Narayanpur,3509,0
Chhattisgarh,2018,3,Kanker,21379,0
Chhattisgarh,2018,3,Korea,27036,0
Chhattisgarh,2018,3,Mungeli,15251,0
Chhattisgarh,2018,3,Bilaspur,119415,0
Chhattisgarh,2018,3,Balrampur,17026,0
Chhattisgarh,2018,3,Bijapur,7785,0
Chhattisgarh,2018,3,Bemetara,23151,0
Chhattisgarh,2018,3,Bastar,25975,0
Chhattisgarh,2018,3,Kondagaon,11549,0
Chhattisgarh,2018,3,Mahasamund,36628,0
Chhattisgarh,2018,4,Dhamtari,37491,0
Chhattisgarh,2018,4,Korba,88680,0
Chhattisgarh,2018,4,Surajpur,32284,0
Chhattisgarh,2018,4,Baloda Bazar,60270,0
Chhattisgarh,2018,4,Sukma,9189,0
Chhattisgarh,2018,4,Raigarh,116785,0
Chhattisgarh,2018,4,Janjgir Champa,107156,0
Chhattisgarh,2018,4,Jashpur,29087,0
Chhattisgarh,2018,4,Balod,35319,0
Chhattisgarh,2018,4,Kabirdham,30021,0
Chhattisgarh,2018,4,Surguja,51776,0
Chhattisgarh,2018,4,Dantewada,14264,0
Chhattisgarh,2018,4,Gariyaband,21861,0
Chhattisgarh,2018,4,Durg,185746,0
Chhattisgarh,2018,4,Rajnandgaon,64828,0
Chhattisgarh,2018,4,Raipur,289198,0
Chhattisgarh,2018,4,Narayanpur,4918,0
Chhattisgarh,2018,4,Kanker,29452,0
Chhattisgarh,2018,4,Korea,35408,0
Chhattisgarh,2018,4,Mungeli,21506,0
Chhattisgarh,2018,4,Bilaspur,153972,0
Chhattisgarh,2018,4,Balrampur,22409,0
Chhattisgarh,2018,4,Bijapur,10547,0
Chhattisgarh,2018,4,Bemetara,30148,0
Chhattisgarh,2018,4,Bastar,34157,0
Chhattisgarh,2018,4,Kondagaon,15900,0
Chhattisgarh,2018,4,Mahasamund,47626,0
Chhattisgarh,2019,1,Dhamtari,44369,0
Chhattisgarh,2019,1,Korba,105570,0
Chhattisgarh,2019,1,Surajpur,39128,0
Chhattisgarh,2019,1,Baloda Bazar,73454,0
Chhattisgarh,2019,1,Sukma,11464,0
Chhattisgarh,2019,1,Raigarh,139059,0
Chhattisgarh,2019,1,Janjgir Champa,130114,0
Chhattisgarh,2019,1,Jashpur,35598,0
Chhattisgarh,2019,1,Balod,42804,0
Chhattisgarh,2019,1,Kabirdham,36729,0
Chhattisgarh,2019,1,Surguja,62300,0
Chhattisgarh,2019,1,Dantewada,17514,0
Chhattisgarh,2019,1,Gariyaband,25995,0
Chhattisgarh,2019,1,Durg,224058,0
Chhattisgarh,2019,1,Rajnandgaon,78320,0
Chhattisgarh,2019,1,Raipur,351495,0
Chhattisgarh,2019,1,Narayanpur,6161,0
Chhattisgarh,2019,1,Kanker,36502,0
Chhattisgarh,2019,1,Korea,41970,0
Chhattisgarh,2019,1,Mungeli,26640,0
Chhattisgarh,2019,1,Bilaspur,184636,0
Chhattisgarh,2019,1,Balrampur,27410,0
Chhattisgarh,2019,1,Bijapur,12986,0
Chhattisgarh,2019,1,Bemetara,36315,0
Chhattisgarh,2019,1,Bastar,41559,0
Chhattisgarh,2019,1,Kondagaon,19795,0
Chhattisgarh,2019,1,Mahasamund,56953,0
Chhattisgarh,2019,2,Dhamtari,51082,244565
Chhattisgarh,2019,2,Korba,119540,662066
Chhattisgarh,2019,2,Surajpur,44750,235751
Chhattisgarh,2019,2,Baloda Bazar,84458,425931
Chhattisgarh,2019,2,Sukma,13471,98219
Chhattisgarh,2019,2,Raigarh,156178,865029
Chhattisgarh,2019,2,Janjgir Champa,147327,1438732
Chhattisgarh,2019,2,Jashpur,41149,228722
Chhattisgarh,2019,2,Balod,49629,240564
Chhattisgarh,2019,2,Kabirdham,43027,215125
Chhattisgarh,2019,2,Surguja,71076,405600
Chhattisgarh,2019,2,Dantewada,20567,125417
Chhattisgarh,2019,2,Gariyaband,29595,162851
Chhattisgarh,2019,2,Durg,257557,1648362
Chhattisgarh,2019,2,Rajnandgaon,91198,489047
Chhattisgarh,2019,2,Raipur,405792,2581481
Chhattisgarh,2019,2,Narayanpur,7310,49504
Chhattisgarh,2019,2,Kanker,42656,254042
Chhattisgarh,2019,2,Korea,47709,253724
Chhattisgarh,2019,2,Mungeli,31068,152275
Chhattisgarh,2019,2,Bilaspur,209039,1112112
Chhattisgarh,2019,2,Balrampur,32072,214601
Chhattisgarh,2019,2,Bijapur,15866,129715
Chhattisgarh,2019,2,Bemetara,41571,196879
Chhattisgarh,2019,2,Bastar,48796,306391
Chhattisgarh,2019,2,Kondagaon,23091,131604
Chhattisgarh,2019,2,Mahasamund,65492,338064
Chhattisgarh,2019,3,Dhamtari,56490,810027
Chhattisgarh,2019,3,Korba,131850,2213038
Chhattisgarh,2019,3,Surajpur,49502,764794
Chhattisgarh,2019,3,Baloda Bazar,93416,1376499
Chhattisgarh,2019,3,Sukma,15279,358888
Chhattisgarh,2019,3,Raigarh,170447,2931974
Chhattisgarh,2019,3,Janjgir Champa,161232,4799392
Chhattisgarh,2019,3,Jashpur,45820,746166
Chhattisgarh,2019,3,Balod,54969,765025
Chhattisgarh,2019,3,Kabirdham,47753,690082
Chhattisgarh,2019,3,Surguja,79170,1391594
Chhattisgarh,2019,3,Dantewada,23099,484093
Chhattisgarh,2019,3,Gariyaband,32332,539156
Chhattisgarh,2019,3,Durg,289803,6359888
Chhattisgarh,2019,3,Rajnandgaon,101617,1607087
Chhattisgarh,2019,3,Raipur,455785,9790726
Chhattisgarh,2019,3,Narayanpur,8433,184839
Chhattisgarh,2019,3,Kanker,48053,894748
Chhattisgarh,2019,3,Korea,52380,850973
Chhattisgarh,2019,3,Mungeli,34553,460088
Chhattisgarh,2019,3,Bilaspur,230364,3912885
Chhattisgarh,2019,3,Balrampur,35659,702832
Chhattisgarh,2019,3,Bijapur,18114,447468
Chhattisgarh,2019,3,Bemetara,45724,628499
Chhattisgarh,2019,3,Bastar,55159,1064689
Chhattisgarh,2019,3,Kondagaon,26016,469456
Chhattisgarh,2019,3,Mahasamund,72039,1117435
Chhattisgarh,2019,4,Dhamtari,62892,1008239
Chhattisgarh,2019,4,Korba,147812,2916267
Chhattisgarh,2019,4,Surajpur,56178,1035362
Chhattisgarh,2019,4,Baloda Bazar,104742,1738972
Chhattisgarh,2019,4,Sukma,17353,417726
Chhattisgarh,2019,4,Raigarh,189764,3695931
Chhattisgarh,2019,4,Janjgir Champa,180195,5052142
Chhattisgarh,2019,4,Jashpur,52404,952488
Chhattisgarh,2019,4,Balod,61992,973572
Chhattisgarh,2019,4,Kabirdham,53883,867524
Chhattisgarh,2019,4,Surguja,89297,1819241
Chhattisgarh,2019,4,Dantewada,26072,563817
Chhattisgarh,2019,4,Gariyaband,35867,668602
Chhattisgarh,2019,4,Durg,321390,7774097
Chhattisgarh,2019,4,Rajnandgaon,113965,2012284
Chhattisgarh,2019,4,Raipur,506122,12048734
Chhattisgarh,2019,4,Narayanpur,9565,214657
Chhattisgarh,2019,4,Kanker,55163,1096822
Chhattisgarh,2019,4,Korea,58350,1109403
Chhattisgarh,2019,4,Mungeli,39349,594474
Chhattisgarh,2019,4,Bilaspur,257350,5102876
Chhattisgarh,2019,4,Balrampur,40750,945187
Chhattisgarh,2019,4,Bijapur,20595,521944
Chhattisgarh,2019,4,Bemetara,51556,800417
Chhattisgarh,2019,4,Bastar,62497,1336400
Chhattisgarh,2019,4,Kondagaon,29904,567001
Chhattisgarh,2019,4,Mahasamund,80893,1444798
Chhattisgarh,2020,1,Dhamtari,69476,1177494
Chhattisgarh,2020,1,Korba,163500,3380235
Chhattisgarh,2020,1,Surajpur,61965,1215929
Chhattisgarh,2020,1,Baloda Bazar,115907,2012251
Chhattisgarh,2020,1,Sukma,19269,475708
Chhattisgarh,2020,1,Raigarh,208338,4122100
Chhattisgarh,2020,1,Janjgir Champa,199431,5380445
Chhattisgarh,2020,1,Jashpur,59351,1142635
Chhattisgarh,2020,1,Balod,68724,1158964
Chhattisgarh,2020,1,Kabirdham,60401,1057255
Chhattisgarh,2020,1,Surguja,98711,2073053
Chhattisgarh,2020,1,Dantewada,28594,616147
Chhattisgarh,2020,1,Gariyaband,39610,776632
Chhattisgarh,2020,1,Durg,353311,8458392
Chhattisgarh,2020,1,Rajnandgaon,126699,2331110
Chhattisgarh,2020,1,Raipur,559412,13218985
Chhattisgarh,2020,1,Narayanpur,10674,243682
Chhattisgarh,2020,1,Kanker,61891,1271896
Chhattisgarh,2020,1,Korea,63940,1222085
Chhattisgarh,2020,1,Mungeli,44303,709713
Chhattisgarh,2020,1,Bilaspur,284320,5715987
Chhattisgarh,2020,1,Balrampur,45517,1106067
Chhattisgarh,2020,1,Bijapur,22680,585981
Chhattisgarh,2020,1,Bemetara,57258,960530
Chhattisgarh,2020,1,Bastar,69623,1449271
Chhattisgarh,2020,1,Kondagaon,33640,683246
Chhattisgarh,2020,1,Mahasamund,89942,1678308
Chhattisgarh,2020,2,Dhamtari,79474,1468767
Chhattisgarh,2020,2,Korba,184399,3948081
Chhattisgarh,2020,2,Surajpur,70166,1405897
Chhattisgarh,2020,2,Baloda Bazar,134301,2668360
Chhattisgarh,2020,2,Sukma,21763,549741
Chhattisgarh,2020,2,Raigarh,233080,4690035
Chhattisgarh,2020,2,Janjgir Champa,227716,6918427
Chhattisgarh,2020,2,Jashpur,69500,1452221
Chhattisgarh,2020,2,Balod,79582,1524125
Chhattisgarh,2020,2,Kabirdham,70568,1431151
Chhattisgarh,2020,2,Surguja,110765,2058364
Chhattisgarh,2020,2,Dantewada,32064,696614
Chhattisgarh,2020,2,Gariyaband,45722,991698
Chhattisgarh,2020,2,Durg,387874,7558938
Chhattisgarh,2020,2,Rajnandgaon,146098,2708564
Chhattisgarh,2020,2,Raipur,616931,11213191
Chhattisgarh,2020,2,Narayanpur,12161,286793
Chhattisgarh,2020,2,Kanker,71514,1475562
Chhattisgarh,2020,2,Korea,71660,1446776
Chhattisgarh,2020,2,Mungeli,52631,1062091
Chhattisgarh,2020,2,Bilaspur,316669,5179966
Chhattisgarh,2020,2,Balrampur,52871,1426830
Chhattisgarh,2020,2,Bijapur,25534,653143
Chhattisgarh,2020,2,Bemetara,67115,1295832
Chhattisgarh,2020,2,Bastar,78865,1465913
Chhattisgarh,2020,2,Kondagaon,39518,800308
Chhattisgarh,2020,2,Mahasamund,103117,2115996
Chhattisgarh,2020,3,Dhamtari,89508,1790640
Chhattisgarh,2020,3,Korba,204448,5026826
Chhattisgarh,2020,3,Surajpur,79907,1841882
Chhattisgarh,2020,3,Baloda Bazar,150975,3180025
Chhattisgarh,2020,3,Sukma,24549,686019
Chhattisgarh,2020,3,Raigarh,259581,6050750
Chhattisgarh,2020,3,Janjgir Champa,254275,7932461
Chhattisgarh,2020,3,Jashpur,79728,1779430
Chhattisgarh,2020,3,Balod,90672,1852205
Chhattisgarh,2020,3,Kabirdham,80175,1675078
Chhattisgarh,2020,3,Surguja,124081,2702225
Chhattisgarh,2020,3,Dantewada,36067,879769
Chhattisgarh,2020,3,Gariyaband,51653,1150137
Chhattisgarh,2020,3,Durg,426052,9982427
Chhattisgarh,2020,3,Rajnandgaon,166416,3393874
Chhattisgarh,2020,3,Raipur,679027,15366190
Chhattisgarh,2020,3,Narayanpur,14025,345785
Chhattisgarh,2020,3,Kanker,81984,1829476
Chhattisgarh,2020,3,Korea,80301,1900699
Chhattisgarh,2020,3,Mungeli,59262,1136447
Chhattisgarh,2020,3,Bilaspur,349586,6741931
Chhattisgarh,2020,3,Balrampur,60953,1765014
Chhattisgarh,2020,3,Bijapur,28816,818562
Chhattisgarh,2020,3,Bemetara,75434,1493775
Chhattisgarh,2020,3,Bastar,89115,1887298
Chhattisgarh,2020,3,Kondagaon,46426,1027009
Chhattisgarh,2020,3,Mahasamund,116370,2682672
Chhattisgarh,2020,4,Dhamtari,98847,2126899
Chhattisgarh,2020,4,Korba,225683,6558373
Chhattisgarh,2020,4,Surajpur,88664,2246840
Chhattisgarh,2020,4,Baloda Bazar,166144,3814790
Chhattisgarh,2020,4,Sukma,27330,815257
Chhattisgarh,2020,4,Raigarh,285081,7364429
Chhattisgarh,2020,4,Janjgir Champa,280474,9105398
Chhattisgarh,2020,4,Jashpur,89257,2102983
Chhattisgarh,2020,4,Balod,100350,2189077
Chhattisgarh,2020,4,Kabirdham,88933,1989496
Chhattisgarh,2020,4,Surguja,137221,3521741
Chhattisgarh,2020,4,Dantewada,39961,1055061
Chhattisgarh,2020,4,Gariyaband,57272,1386237
Chhattisgarh,2020,4,Durg,464870,13127877
Chhattisgarh,2020,4,Rajnandgaon,185815,4241707
Chhattisgarh,2020,4,Raipur,743167,20905346
Chhattisgarh,2020,4,Narayanpur,15750,421492
Chhattisgarh,2020,4,Kanker,92301,2228681
Chhattisgarh,2020,4,Korea,88889,2406865
Chhattisgarh,2020,4,Mungeli,65436,1341069
Chhattisgarh,2020,4,Bilaspur,384115,9161691
Chhattisgarh,2020,4,Balrampur,68062,1962238
Chhattisgarh,2020,4,Bijapur,32020,1041505
Chhattisgarh,2020,4,Bemetara,83243,1751930
Chhattisgarh,2020,4,Bastar,99717,2428240
Chhattisgarh,2020,4,Kondagaon,52463,1246665
Chhattisgarh,2020,4,Mahasamund,129536,3358580
Chhattisgarh,2021,1,Dhamtari,106354,2232426
Chhattisgarh,2021,1,Korba,243030,7257892
Chhattisgarh,2021,1,Surajpur,96117,2611995
Chhattisgarh,2021,1,Baloda Bazar,178486,4204907
Chhattisgarh,2021,1,Sukma,29547,879035
Chhattisgarh,2021,1,Raigarh,306712,8346426
Chhattisgarh,2021,1,Janjgir Champa,301931,9881334
Chhattisgarh,2021,1,Jashpur,96584,2306566
Chhattisgarh,2021,1,Balod,107814,2315276
Chhattisgarh,2021,1,Kabirdham,96069,2239620
Chhattisgarh,2021,1,Surguja,147969,4112955
Chhattisgarh,2021,1,Dantewada,43171,1131007
Chhattisgarh,2021,1,Gariyaband,61687,1473412
Chhattisgarh,2021,1,Durg,498453,14831934
Chhattisgarh,2021,1,Rajnandgaon,200572,4865613
Chhattisgarh,2021,1,Raipur,800224,24692422
Chhattisgarh,2021,1,Narayanpur,17030,425638
Chhattisgarh,2021,1,Kanker,99897,2351676
Chhattisgarh,2021,1,Korea,96149,2685639
Chhattisgarh,2021,1,Mungeli,70557,1531522
Chhattisgarh,2021,1,Bilaspur,413692,11193132
Chhattisgarh,2021,1,Balrampur,73826,2249510
Chhattisgarh,2021,1,Bijapur,34702,1108201
Chhattisgarh,2021,1,Bemetara,89481,1910858
Chhattisgarh,2021,1,Bastar,107818,2740623
Chhattisgarh,2021,1,Kondagaon,57107,1323116
Chhattisgarh,2021,1,Mahasamund,139572,3745969
Chhattisgarh,2021,2,Dhamtari,113769,4464656
Chhattisgarh,2021,2,Korba,260168,11814325
Chhattisgarh,2021,2,Surajpur,103184,6798211
Chhattisgarh,2021,2,Baloda Bazar,191114,8378757
Chhattisgarh,2021,2,Sukma,31825,2245148
Chhattisgarh,2021,2,Raigarh,328664,12301515
Chhattisgarh,2021,2,Janjgir Champa,322297,14544124
Chhattisgarh,2021,2,Jashpur,104482,7710351
Chhattisgarh,2021,2,Balod,115485,5155212
Chhattisgarh,2021,2,Kabirdham,103257,5323462
Chhattisgarh,2021,2,Surguja,158949,6989066
Chhattisgarh,2021,2,Dantewada,46424,2354791
Chhattisgarh,2021,2,Gariyaband,66482,4445890
Chhattisgarh,2021,2,Durg,531550,12403562
Chhattisgarh,2021,2,Rajnandgaon,215143,10469078
Chhattisgarh,2021,2,Raipur,855848,24005556
Chhattisgarh,2021,2,Narayanpur,18307,996566
Chhattisgarh,2021,2,Kanker,107701,6443903
Chhattisgarh,2021,2,Korea,103611,6376837
Chhattisgarh,2021,2,Mungeli,75644,3600246
Chhattisgarh,2021,2,Bilaspur,442330,14110873
Chhattisgarh,2021,2,Balrampur,79703,8600032
Chhattisgarh,2021,2,Bijapur,37320,2519855
Chhattisgarh,2021,2,Bemetara,96198,5123252
Chhattisgarh,2021,2,Bastar,115879,5575817
Chhattisgarh,2021,2,Kondagaon,61738,4297614
Chhattisgarh,2021,2,Mahasamund,149983,8736018
Chhattisgarh,2021,3,Dhamtari,122349,5603133
Chhattisgarh,2021,3,Korba,279897,16623063
Chhattisgarh,2021,3,Surajpur,111753,9477903
Chhattisgarh,2021,3,Baloda Bazar,205941,10767066
Chhattisgarh,2021,3,Sukma,34529,3197451
Chhattisgarh,2021,3,Raigarh,354087,17052359
Chhattisgarh,2021,3,Janjgir Champa,346366,17403707
Chhattisgarh,2021,3,Jashpur,113637,9804141
Chhattisgarh,2021,3,Balod,124200,6355356
Chhattisgarh,2021,3,Kabirdham,111708,6730485
Chhattisgarh,2021,3,Surguja,171276,10031433
Chhattisgarh,2021,3,Dantewada,50242,3121282
Chhattisgarh,2021,3,Gariyaband,71885,6272737
Chhattisgarh,2021,3,Durg,568361,16727312
Chhattisgarh,2021,3,Rajnandgaon,232140,14066183
Chhattisgarh,2021,3,Raipur,917950,34032629
Chhattisgarh,2021,3,Narayanpur,19877,1332425
Chhattisgarh,2021,3,Kanker,116559,8813895
Chhattisgarh,2021,3,Korea,111913,8619169
Chhattisgarh,2021,3,Mungeli,81387,4340738
Chhattisgarh,2021,3,Bilaspur,474660,19564262
Chhattisgarh,2021,3,Balrampur,86704,11635114
Chhattisgarh,2021,3,Bijapur,40492,3474467
Chhattisgarh,2021,3,Bemetara,103776,5967838
Chhattisgarh,2021,3,Bastar,125186,7716420
Chhattisgarh,2021,3,Kondagaon,67316,6141062
Chhattisgarh,2021,3,Mahasamund,161893,11614446
Chhattisgarh,2021,4,Dhamtari,130540,4563914
Chhattisgarh,2021,4,Korba,299191,15291693
Chhattisgarh,2021,4,Surajpur,119950,5888039
Chhattisgarh,2021,4,Baloda Bazar,220188,9299441
Chhattisgarh,2021,4,Sukma,37238,1683971
Chhattisgarh,2021,4,Raigarh,378507,18123023
Chhattisgarh,2021,4,Janjgir Champa,368980,19120514
Chhattisgarh,2021,4,Jashpur,122371,5203432
Chhattisgarh,2021,4,Balod,132353,4855195
Chhattisgarh,2021,4,Kabirdham,119692,4796979
Chhattisgarh,2021,4,Surguja,183559,9370119
Chhattisgarh,2021,4,Dantewada,53888,2137469
Chhattisgarh,2021,4,Gariyaband,77202,3266847
Chhattisgarh,2021,4,Durg,604621,26669512
Chhattisgarh,2021,4,Rajnandgaon,248230,10157759
Chhattisgarh,2021,4,Raipur,979741,44316810
Chhattisgarh,2021,4,Narayanpur,21314,840302
Chhattisgarh,2021,4,Kanker,125415,4897534
Chhattisgarh,2021,4,Korea,120005,5630126
Chhattisgarh,2021,4,Mungeli,87075,3539284
Chhattisgarh,2021,4,Bilaspur,506449,23402865
Chhattisgarh,2021,4,Balrampur,93661,5017173
Chhattisgarh,2021,4,Bijapur,43663,2174445
Chhattisgarh,2021,4,Bemetara,111174,3953868
Chhattisgarh,2021,4,Bastar,134164,6108764
Chhattisgarh,2021,4,Kondagaon,72791,3197223
Chhattisgarh,2021,4,Mahasamund,173519,8246282
Chhattisgarh,2022,1,Dhamtari,138724,9304051
Chhattisgarh,2022,1,Korba,317604,28555879
Chhattisgarh,2022,1,Surajpur,128121,18928338
Chhattisgarh,2022,1,Baloda Bazar,234464,17052096
Chhattisgarh,2022,1,Sukma,39721,5650530
Chhattisgarh,2022,1,Raigarh,403164,28569591
Chhattisgarh,2022,1,Janjgir Champa,392285,17826573
Chhattisgarh,2022,1,Jashpur,131014,23052569
Chhattisgarh,2022,1,Balod,140692,11029061
Chhattisgarh,2022,1,Kabirdham,127669,11532414
Chhattisgarh,2022,1,Surguja,195440,18501509
Chhattisgarh,2022,1,Dantewada,57389,5840979
Chhattisgarh,2022,1,Gariyaband,82487,13703262
Chhattisgarh,2022,1,Durg,639688,13567777
Chhattisgarh,2022,1,Rajnandgaon,264326,25331975
Chhattisgarh,2022,1,Raipur,1038105,34404453
Chhattisgarh,2022,1,Narayanpur,22756,3394010
Chhattisgarh,2022,1,Kanker,133857,20092568
Chhattisgarh,2022,1,Korea,127890,16324553
Chhattisgarh,2022,1,Mungeli,92691,7216878
Chhattisgarh,2022,1,Bilaspur,537617,24822855
Chhattisgarh,2022,1,Balrampur,100226,26814683
Chhattisgarh,2022,1,Bijapur,46540,6589775
Chhattisgarh,2022,1,Bemetara,118600,11001712
Chhattisgarh,2022,1,Bastar,142818,14540720
Chhattisgarh,2022,1,Kondagaon,77846,14700267
Chhattisgarh,2022,1,Mahasamund,185227,20154360
Chhattisgarh,2022,2,Dhamtari,146066,10333093
Chhattisgarh,2022,2,Korba,334672,30776047
Chhattisgarh,2022,2,Surajpur,135353,19497362
Chhattisgarh,2022,2,Baloda Bazar,247634,18334461
Chhattisgarh,2022,2,Sukma,41978,6331208
Chhattisgarh,2022,2,Raigarh,425526,32543452
Chhattisgarh,2022,2,Janjgir Champa,414133,18022797
Chhattisgarh,2022,2,Jashpur,138518,28640812
Chhattisgarh,2022,2,Balod,147930,13306306
Chhattisgarh,2022,2,Kabirdham,134783,11978258
Chhattisgarh,2022,2,Surguja,206354,22236587
Chhattisgarh,2022,2,Dantewada,60561,6738887
Chhattisgarh,2022,2,Gariyaband,86939,13235943
Chhattisgarh,2022,2,Durg,672947,13445249
Chhattisgarh,2022,2,Rajnandgaon,278724,28420413
Chhattisgarh,2022,2,Raipur,1093318,39640873
Chhattisgarh,2022,2,Narayanpur,24061,4461600
Chhattisgarh,2022,2,Kanker,141354,24085013
Chhattisgarh,2022,2,Korea,134912,18499768
Chhattisgarh,2022,2,Mungeli,97870,7828317
Chhattisgarh,2022,2,Bilaspur,566475,26797395
Chhattisgarh,2022,2,Balrampur,105948,29728876
Chhattisgarh,2022,2,Bijapur,49168,7363721
Chhattisgarh,2022,2,Bemetara,125096,12746215
Chhattisgarh,2022,2,Bastar,150449,17283265
Chhattisgarh,2022,2,Kondagaon,82174,16811546
Chhattisgarh,2022,2,Mahasamund,195406,22323656
Chhattisgarh,2022,3,Dhamtari,153263,11525749
Chhattisgarh,2022,3,Korba,352198,36228236
Chhattisgarh,2022,3,Surajpur,142407,22324980
Chhattisgarh,2022,3,Baloda Bazar,260632,19940925
Chhattisgarh,2022,3,Sukma,44234,7050939
Chhattisgarh,2022,3,Raigarh,448366,35340196
Chhattisgarh,2022,3,Janjgir Champa,436349,18998354
Chhattisgarh,2022,3,Jashpur,145715,28645837
Chhattisgarh,2022,3,Balod,155200,14558886
Chhattisgarh,2022,3,Kabirdham,141814,15613661
Chhattisgarh,2022,3,Surguja,217313,23200906
Chhattisgarh,2022,3,Dantewada,63734,6442840
Chhattisgarh,2022,3,Gariyaband,91335,14953415
Chhattisgarh,2022,3,Durg,707241,14611488
Chhattisgarh,2022,3,Rajnandgaon,292804,32277042
Chhattisgarh,2022,3,Raipur,1150501,38340572
Chhattisgarh,2022,3,Narayanpur,25375,5225910
Chhattisgarh,2022,3,Kanker,148494,24876178
Chhattisgarh,2022,3,Korea,141899,19410454
Chhattisgarh,2022,3,Mungeli,102902,8504629
Chhattisgarh,2022,3,Bilaspur,596003,28673485
Chhattisgarh,2022,3,Balrampur,111448,32254886
Chhattisgarh,2022,3,Bijapur,51796,7150992
Chhattisgarh,2022,3,Bemetara,131384,14359000
Chhattisgarh,2022,3,Bastar,158238,19141042
Chhattisgarh,2022,3,Kondagaon,86322,19375824
Chhattisgarh,2022,3,Mahasamund,205270,24180061
Chhattisgarh,2022,4,Dhamtari,159411,7228454
Chhattisgarh,2022,4,Korba,368179,22261392
Chhattisgarh,2022,4,Surajpur,148130,8325549
Chhattisgarh,2022,4,Baloda Bazar,271259,13745650
Chhattisgarh,2022,4,Sukma,46232,2281717
Chhattisgarh,2022,4,Raigarh,468010,26415867
Chhattisgarh,2022,4,Janjgir Champa,455430,23396478
Chhattisgarh,2022,4,Jashpur,151323,8436769
Chhattisgarh,2022,4,Balod,160952,7717813
Chhattisgarh,2022,4,Kabirdham,147742,7874615
Chhattisgarh,2022,4,Surguja,226706,13099334
Chhattisgarh,2022,4,Dantewada,66503,2982279
Chhattisgarh,2022,4,Gariyaband,94815,4520547
Chhattisgarh,2022,4,Durg,740173,34025608
Chhattisgarh,2022,4,Rajnandgaon,304353,15822878
Chhattisgarh,2022,4,Raipur,1205632,59719682
Chhattisgarh,2022,4,Narayanpur,26527,1317409
Chhattisgarh,2022,4,Kanker,154332,7405374
Chhattisgarh,2022,4,Korea,147963,7529926
Chhattisgarh,2022,4,Mungeli,106916,5380234
Chhattisgarh,2022,4,Bilaspur,622644,32396787
Chhattisgarh,2022,4,Balrampur,115804,7495009
Chhattisgarh,2022,4,Bijapur,54230,2631460
Chhattisgarh,2022,4,Bemetara,136066,6614939
Chhattisgarh,2022,4,Bastar,164690,9294343
Chhattisgarh,2022,4,Kondagaon,89611,5134236
Chhattisgarh,2022,4,Mahasamund,213189,11922465
Chhattisgarh,2023,1,Dhamtari,166518,16265570
Chhattisgarh,2023,1,Korba,384883,41420804
Chhattisgarh,2023,1,Surajpur,154951,24819830
Chhattisgarh,2023,1,Baloda Bazar,283757,28724859
Chhattisgarh,2023,1,Sukma,48459,8218775
Chhattisgarh,2023,1,Raigarh,489890,39505661
Chhattisgarh,2023,1,Janjgir Champa,476533,19351922
Chhattisgarh,2023,1,Jashpur,158413,36166820
Chhattisgarh,2023,1,Balod,168030,17836497
Chhattisgarh,2023,1,Kabirdham,154630,19575041
Chhattisgarh,2023,1,Surguja,237340,29026056
Chhattisgarh,2023,1,Dantewada,69509,7095008
Chhattisgarh,2023,1,Gariyaband,99065,15884449
Chhattisgarh,2023,1,Durg,773280,18019736
Chhattisgarh,2023,1,Rajnandgaon,317976,43569296
Chhattisgarh,2023,1,Raipur,1260366,44958888
Chhattisgarh,2023,1,Narayanpur,27764,7805245
Chhattisgarh,2023,1,Kanker,161542,37735279
Chhattisgarh,2023,1,Korea,154793,25572535
Chhattisgarh,2023,1,Mungeli,111884,11229608
Chhattisgarh,2023,1,Bilaspur,651084,34174722
Chhattisgarh,2023,1,Balrampur,121253,43025749
Chhattisgarh,2023,1,Bijapur,56723,9955085
Chhattisgarh,2023,1,Bemetara,142329,19561616
Chhattisgarh,2023,1,Bastar,172235,24393291
Chhattisgarh,2023,1,Kondagaon,93464,27373044
Chhattisgarh,2023,1,Mahasamund,222989,27533045
Chhattisgarh,2023,2,Dhamtari,173844,19250064
Chhattisgarh,2023,2,Korba,401398,40545768
Chhattisgarh,2023,2,Surajpur,162267,27034784
Chhattisgarh,2023,2,Baloda Bazar,296661,32336642
Chhattisgarh,2023,2,Sukma,50690,9649561
Chhattisgarh,2023,2,Raigarh,511511,42756018
Chhattisgarh,2023,2,Janjgir Champa,497925,20831012
Chhattisgarh,2023,2,Jashpur,166222,45721536
Chhattisgarh,2023,2,Balod,175570,19306680
Chhattisgarh,2023,2,Kabirdham,161970,24406694
Chhattisgarh,2023,2,Surguja,248004,37924511
Chhattisgarh,2023,2,Dantewada,72600,9882841
Chhattisgarh,2023,2,Gariyaband,103917,18146706
Chhattisgarh,2023,2,Durg,803101,16283948
